Set	Size	Count	z-score	Adj. z-score	Adj. p-value	Adj. q-value	List of genes
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	200	189	-0.771275	-0.611902	0.729699	0.946203	FAH(3.18957); DAO(2.6266); PSMB5(2.52912); GCLC(2.00749); FTCD(1.88586); ACADSB(1.8059); APIP(1.79467); OGDH(1.62369); MAT1A(1.33023); HIBCH(1.32666); PSMB2(1.25383); BCKDHB(1.19604); ENOPH1(1.18449); BHMT(1.01414); ACAD8(1.01331); GCDH(0.982189); MAT2B(0.944561); AGXT(0.920625); TH(0.91034); HDC(0.894214); SHMT1(0.872647); MRI1(0.840768); DBH(0.832275); PNMT(0.815969); ACMSD(0.768622); PSMC5(0.72823); PCBD1(0.693979); TDO2(0.678603); KMO(0.675621); QDPR(0.672842); CCBL2(0.632591); KYNU(0.605837); HAL(0.568854); BCAT1(0.228957); CPS1(0.105468); SLC25A21(0.0520097); PYCR1(-0.178164); CKMT1A(-0.773884); CKMT1B(-0.773884); GPT(-1.09373); INHA(-1.13887); PSMB10(-1.15185); PSME2(-1.15185); SLC25A10(-1.16173); CGB5(-1.16173); GPT2(-1.16173); OAZ2(-1.17098); OAZ1(-1.17098); GAMT(-1.17098); PSMB4(-1.18207); PSMC2(-1.18207); CGB8(-1.18207); PSMD4(-1.19667); PSPH(-1.21163); PSME1(-1.21163); HGD(-1.22623); CDO1(-1.22623); GLS2(-1.22623); CGB(-1.22623); LHB(-1.22623); PAOX(-1.24043); ALDH4A1(-1.24043); NAGS(-1.25419); PSMD2(-1.26745); PSMD7(-1.26745); PSMA3(-1.26745); SUOX(-1.26745); PSMD8(-1.26745); SRM(-1.26745); ASL(-1.28019); BCAT2(-1.28019); PSMB6(-1.28019); INHBE(-1.29236); CSAD(-1.29236); PSMC6(-1.29236); ETHE1(-1.29236); PSMD11(-1.29236); ADC(-1.3148); GLUD1(-1.325); AANAT(-1.325); TAT(-1.325); PSMA7(-1.325); SLC5A5(-1.325); ODC1(-1.325); DIO3(-1.33446); MAT2A(-1.33446); INHBB(-1.34313); ACAT1(-1.34313); POMC(-1.34313); AGMAT(-1.34313); INHBC(-1.35098); GCLM(-1.35796); PSMD12(-1.35796); FSHB(-1.35796); CKB(-1.36403); AHCY(-1.36403); NQO1(-1.36921); PSMC4(-1.36921); AADAT(-1.3739); OAZ3(-1.3739); PSMA5(-1.3739); DLST(-1.3739); PSMC3(-1.3739); CKM(-1.3739); SLC25A15(-1.3739); OAT(-1.38209); PSMD5(-1.38209); ARG1(-1.38563); AMD1(-1.38563); ALDH6A1(-1.38563); PSMB3(-1.38883); GRHPR(-1.39172); PSMD9(-1.39431); INHBA(-1.39431); CCBL1(-1.39663); TSHB(-1.39663); GOT2(-1.39663); TPH1(-1.3987); IDO1(-1.40054); DIO1(-1.40217); IVD(-1.40217); PSMD6(-1.40363); PSMA2(-1.40363); PSMD3(-1.40363); GLUL(-1.40492); HPD(-1.40492); DIO2(-1.40492); PSMA4(-1.40492); TST(-1.40608); ADI1(-1.40608); SLC25A2(-1.40806); PSMC1(-1.40806); GSTZ1(-1.40806); BCKDHA(-1.40806); GATM(-1.40893); ARG2(-1.41216); PSMA8(-1.41216); CGA(-1.41301); PSMB1(-1.42197); DLD(-1.42197); CKMT2(-1.42197); UROC1(-1.42395); CTH(-1.42395); PRODH(-1.42395); GOT1(-1.42616); AFMID(-1.42616); PSMB7(-1.42863); DBT(-1.42863); PSMD1(-1.43992); AASS(-1.43992); PSMA6(-1.43992); PSMA1(-1.44307); AMDHD1(-1.45684); CNDP2(-1.45684); AZIN1(-1.46056); ASNS(-1.46056); PSMD14(-1.46438); MCCC2(-1.46438); SMOX(-1.46438); GLS(-1.47232); PSMF1(-1.47642); PCSK1(-1.48489); PAH(-1.48925); MCCC1(-1.49818); PHGDH(-1.50738); SQRDL(-1.51207); ASS1(-1.53627); PSMD13(-1.53627); ALDH7A1(-1.54124); CBS(-1.55631); HAAO(-1.55631); MTAP(-1.57156); ALDH18A1(-1.60724); PSAT1(-1.60724); PSME4(-1.63224); AGXT2(-1.6468); ALDH9A1(-1.65627); BBOX1(-1.67446); AUH(-1.71796); HAO1(-1.73611); IDO2(-1.83204); IYD(-1.85932); MTR(-1.86937); TPH2(-1.89557); DDC(-1.98176); HIBADH(-2.0075); TPO(-2.05879); PSMB8(-2.18856); PSMB9(-2.19374); 
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	12	10	-0.140283	-0.586655	0.721282	0.946203	NGF(1.47966); MYD88(-1.18207); UBA52(-1.22623); SQSTM1(-1.35796); RPS27A(-1.35796); TRAF6(-1.40054); PRKCI(-1.40608); NGFR(-1.40608); IKBKB(-1.40893); RIPK2(-1.4369); 
REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS	28	26	0.995078	-0.59447	0.723901	0.946203	AP2M1(1.5894); PRKCB(1.18517); CACNG3(0.971439); CACNG4(0.810225); GRIP2(0.807028); GRIA1(0.300385); AP2S1(-1.16173); AKAP5(-1.22623); PRKCG(-1.26745); CACNG8(-1.28019); AP2A1(-1.35098); PICK1(-1.35098); MDM2(-1.3739); EPB41L1(-1.40893); AP2A2(-1.41603); NSF(-1.41865); CAMK2B(-1.42197); GRIA2(-1.44972); DLG1(-1.65627); AP2B1(-1.70329); CAMK2A(-1.74335); MYO6(-1.80766); CACNG2(-1.97083); CAMK2D(-2.13389); GRIA4(-2.15225); PRKCA(-2.2394); 
REACTOME_NCAM1_INTERACTIONS	39	38	0.767755	-0.61644	0.731198	0.946203	COL6A1(1.81563); CACNA1I(1.48783); COL2A1(1.47649); CACNA1G(1.19835); COL4A1(0.657043); COL4A2(0.563499); COL4A3(0.562809); COL9A1(0.292416); CACNB2(-0.0951711); AGRN(-0.773884); PSPN(-1.15185); CACNB3(-1.21163); NRTN(-1.25419); CACNA1H(-1.28019); ARTN(-1.3148); COL9A3(-1.325); COL9A2(-1.33446); CACNB1(-1.35796); NCAN(-1.37819); COL1A1(-1.40054); PRNP(-1.41727); COL6A2(-1.43125); GDNF(-1.43125); GFRA4(-1.43125); GFRA2(-1.434); COL3A1(-1.51207); CNTN2(-1.53135); ST8SIA4(-1.6468); COL1A2(-1.68313); COL5A2(-1.79708); COL6A3(-1.82165); ST8SIA2(-1.86268); CACNA1S(-1.89557); COL4A4(-1.95091); COL5A1(-2.02179); CACNB4(-2.07213); GFRA1(-2.15299); NCAM1(-2.20419); 
REACTOME_CYCLIN_A_B1_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	15	15	-0.426462	-0.594407	0.72388	0.946203	CDC25B(1.52203); CDK1(0.678244); CDC25A(-1.26745); CCNB2(-1.28019); PKMYT1(-1.29236); CCNB1(-1.35796); CCNA1(-1.35796); CCNH(-1.36921); XPO1(-1.36921); WEE1(-1.3739); CDK7(-1.38563); CCNA2(-1.39431); PLK1(-1.40363); CDC25C(-1.40976); MNAT1(-1.4683); 
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	17	16	0.685548	-0.602635	0.726624	0.946203	SLC6A20(1.56544); SLC6A3(1.43157); SLC6A11(0.483323); SLC6A18(-1.30391); SLC6A19(-1.38563); SLC6A9(-1.40217); SLC6A12(-1.40976); SLC6A15(-1.41216); SLC6A7(-1.52161); SLC18A1(-1.52161); SLC18A2(-1.55126); SLC22A2(-1.59199); SLC6A1(-1.63714); SLC6A5(-1.72159); SLC6A6(-1.76498); SLC6A2(-1.77216); 
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	16	13	-0.03673	-0.622144	0.733076	0.946203	MAP2K4(0.641192); MAP3K7(0.341001); MAPK10(0.0635777); MAP2K7(-1.19667); TAB1(-1.3987); TRAF6(-1.40054); NOD2(-1.41056); RIPK2(-1.4369); IRAK2(-1.46438); MAPK9(-1.51681); NOD1(-1.51681); MAPK8(-1.60217); TAB2(-1.83204); 
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS	25	22	1.19057	-0.631727	0.736217	0.946203	DGKB(2.35363); DAGLB(0.908203); ITPR3(0.608323); PRKCQ(0.593446); DGKI(0.301097); ITPR2(-0.156894); RASGRP2(-1.19667); DGKA(-1.25419); DGKQ(-1.35098); PRKCD(-1.39431); RASGRP1(-1.40806); DAGLA(-1.40893); DGKE(-1.40893); TRPC3(-1.41727); DGKD(-1.59708); MGLL(-1.80061); TRPC7(-1.87269); DGKG(-2.06057); TRPC6(-2.11233); PRKCH(-2.1734); DGKH(-2.1734); PRKCE(-2.30333); 
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLP1	19	16	-0.0696559	-0.624592	0.73388	0.946203	GRP(1.81129); GNG13(0.913004); SPCS1(-1.16173); CDX2(-1.24043); GNB3(-1.30391); FFAR1(-1.34313); PAX6(-1.36921); GCG(-1.37819); SEC11A(-1.37819); SPCS2(-1.38883); CTNNB1(-1.41135); LEP(-1.41493); DPP4(-1.434); SPCS3(-1.46056); PCSK1(-1.48489); SEC11C(-1.56646); 
REACTOME_PHOSPHORYLATION_OF_THE_APC_C	23	16	-0.863684	-0.587393	0.72153	0.946203	ANAPC10(1.14461); CDK1(0.678244); ANAPC2(-0.773884); ANAPC7(-0.874211); CDC23(-1.22623); UBE2C(-1.3148); ANAPC5(-1.34313); CCNB1(-1.35796); CDC26(-1.39431); PLK1(-1.40363); ANAPC1(-1.40492); CDC16(-1.41056); UBE2D1(-1.41603); CDC27(-1.4369); UBE2E1(-1.44307); ANAPC4(-1.47232); 
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION	212	189	-0.649877	-0.602019	0.726419	0.946203	UBE2D3(3.28437); GAN(2.75694); FBXW7(2.58397); PSMB5(2.52912); UBE2Z(2.43185); RNF6(2.20376); UBE3C(2.17941); UBE2J1(1.78166); UBE2R2(1.70115); FBXO27(1.69753); UBE2E2(1.65962); TRIM37(1.6244); SMURF1(1.5246); RBCK1(1.29004); PSMB2(1.25383); SPSB1(1.25105); UBE4A(1.21034); ZBTB16(1.15987); ANAPC10(1.14461); TMEM189-UBE2V1(1.12368); UBE2U(1.08076); KLHL9(1.0059); ANAPC13(0.951848); ASB6(0.889419); SMURF2(0.875163); UBE2W(0.8591); BLMH(0.785093); PARK2(0.757524); PSMC5(0.72823); UBE2Q2(0.709882); UBE2D4(0.697207); ATG7(0.630063); UBR4(0.583071); ANAPC2(-0.773884); ANAPC7(-0.874211); SPSB2(-0.949317); RNF41(-1.05664); UBE2V2(-1.05664); RBX1(-1.05664); SOCS3(-1.13887); UBA7(-1.13887); PSMB10(-1.15185); CDC20(-1.15185); PSME2(-1.15185); TCEB2(-1.16173); TRIM11(-1.18207); PSMB4(-1.18207); PSMC2(-1.18207); ASB16(-1.18207); FBXO6(-1.18207); PSMD4(-1.19667); UBE2J2(-1.19667); UBE2M(-1.21163); PSME1(-1.21163); CDC23(-1.22623); VPRBP(-1.22623); UBA52(-1.22623); STUB1(-1.22623); UBE2S(-1.24043); KLHL20(-1.25419); UBE2Q1(-1.25419); CUL7(-1.25419); FBXO44(-1.25419); FBXO2(-1.25419); KEAP1(-1.25419); PSMD2(-1.26745); PSMD7(-1.26745); PSMA3(-1.26745); PSMD8(-1.26745); PSMB6(-1.28019); UBE2B(-1.29236); PSMC6(-1.29236); LRRC41(-1.29236); PSMD11(-1.29236); UBE2D2(-1.30391); ARIH2(-1.3148); NPEPPS(-1.3148); UBE2C(-1.3148); VHL(-1.3148); PSMA7(-1.325); SAE1(-1.325); CDC34(-1.325); UBA5(-1.33446); UBE2N(-1.33446); UBE2L6(-1.33446); ANAPC5(-1.34313); RNF123(-1.34313); PSMD12(-1.35796); RPS27A(-1.35796); HECTD3(-1.35796); WSB1(-1.35796); PSMC4(-1.36921); RNF25(-1.3739); PSMA5(-1.3739); PSMC3(-1.3739); FBXO4(-1.3739); FBXO17(-1.3739); RNF34(-1.37819); UBA2(-1.37819); PSMD5(-1.38209); LRR1(-1.38209); ASB8(-1.38209); MKRN1(-1.38883); PSMB3(-1.38883); HERC2(-1.39172); ASB15(-1.39431); PSMD9(-1.39431); CDC26(-1.39431); SKP1(-1.3987); TRIM63(-1.3987); TRIM32(-1.40217); SOCS1(-1.40217); PSMD6(-1.40363); PSMA2(-1.40363); PSMD3(-1.40363); UBE2L3(-1.40363); RNF4(-1.40363); ANAPC1(-1.40492); PSMA4(-1.40492); RCHY1(-1.40492); UBOX5(-1.40492); UBA3(-1.40608); DTX3L(-1.40711); PSMC1(-1.40806); ASB1(-1.41056); CDC16(-1.41056); UBR1(-1.41056); UBE2G1(-1.41135); RNF138(-1.41216); PSMA8(-1.41216); TCEB1(-1.41301); UBE2D1(-1.41603); UBE2K(-1.41727); PSMB1(-1.42197); TRIM21(-1.42197); PSMB7(-1.42863); UBE2O(-1.42863); SPSB4(-1.4369); DET1(-1.4369); CDC27(-1.4369); PSMD1(-1.43992); PSMA6(-1.43992); UBE2E1(-1.44307); PSMA1(-1.44307); TRIM36(-1.44634); DZIP3(-1.44634); TRIP12(-1.44972); ASB17(-1.45684); PSMD14(-1.46438); SKP2(-1.46438); ANAPC4(-1.47232); CUL2(-1.47642); PSMF1(-1.47642); CUL5(-1.48489); ASB7(-1.49368); LRSAM1(-1.49818); PJA2(-1.49818); RNF182(-1.50738); UBA6(-1.52161); UBE2G2(-1.52161); FBXO3(-1.52161); UBE3A(-1.53135); UBE2F(-1.53627); PSMD13(-1.53627); UBE2H(-1.54124); LNPEP(-1.57156); FBXW8(-1.60217); ASB13(-1.60724); FBXW11(-1.6273); ASB2(-1.6273); PSME4(-1.63224); UBR2(-1.63714); CUL1(-1.64199); WWP1(-1.65627); ASB5(-1.66091); UBE3B(-1.67001); ASB4(-1.68734); ASB3(-1.72159); UBE2E3(-1.73248); BTRC(-1.77931); CUL3(-1.79354); TPP2(-1.89234); NEDD4(-1.89878); RNF144B(-1.93005); CBLB(-2.0455); RNF220(-2.04749); TRIM9(-2.07661); PSMB8(-2.18856); PSMB9(-2.19374); 
KEGG_RIBOFLAVIN_METABOLISM	16	15	-0.683002	-0.660653	0.745583	0.946416	MTMR7(1.92803); MTMR2(0.677717); PHPT1(-1.09373); FLAD1(-1.13887); ACP5(-1.22623); ACP2(-1.36403); ACPT(-1.38563); ACP1(-1.38563); RFK(-1.38883); MTMR6(-1.41056); ACP6(-1.42395); ACPP(-1.55631); ENPP3(-1.59199); TYR(-1.6955); ENPP1(-1.75418); 
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	38	37	-0.66463	-0.678779	0.751361	0.946416	STX19(1.44387); GOSR2(0.994054); SNAP47(0.830497); USE1(0.818734); STX11(0.787845); STX18(0.572612); SNAP25(0.471211); STX4(-0.949317); SEC22B(-0.949317); STX1B(-1.18207); VAMP2(-1.19667); STX10(-1.21163); STX1A(-1.28019); SNAP23(-1.29236); VAMP3(-1.325); STX12(-1.35796); STX5(-1.36921); BET1(-1.37819); YKT6(-1.37819); VAMP5(-1.39431); VAMP8(-1.39663); STX16(-1.40054); BET1L(-1.40054); GOSR1(-1.40217); BNIP1(-1.40492); VTI1B(-1.40806); SNAP29(-1.40806); STX6(-1.42197); STX3(-1.42616); STX17(-1.43992); STX2(-1.44972); VAMP1(-1.47232); VAMP4(-1.50275); STX7(-1.6123); TSNARE1(-1.80414); STX8(-2.14684); VTI1A(-2.16968); 
BIOCARTA_CDK5_PATHWAY	11	11	0.0991022	-0.652671	0.743016	0.946416	NGF(1.47966); MAPK3(-1.09373); HRAS(-1.13887); CDK5R1(-1.21163); EGR1(-1.24043); CDK5(-1.25419); MAP2K2(-1.3987); NGFR(-1.40608); RAF1(-1.51681); MAP2K1(-1.55126); MAPK1(-1.57666); 
PID_LIS1_PATHWAY	28	27	-0.271911	-0.654675	0.743661	0.946416	MAP1B(1.53365); DYNC1H1(1.33266); ABL1(0.501369); DAB1(0.0217108); RELN(-0.0463577); PAFAH1B3(-1.00775); CDK5R2(-1.16173); CDK5R1(-1.21163); NUDC(-1.22623); CDK5(-1.25419); NDEL1(-1.325); DYNLT1(-1.35796); RHOA(-1.38209); KATNA1(-1.38563); PPP2R5D(-1.38563); CLIP1(-1.40608); PAFAH1B2(-1.40711); PLA2G7(-1.40711); LRPAP1(-1.40893); CDC42(-1.41393); RAC1(-1.41393); PAFAH1B1(-1.42197); CSNK2A1(-1.43992); YWHAE(-1.48925); VLDLR(-1.58177); LRP8(-1.6468); IQGAP1(-1.75058); 
PID_SYNDECAN_3_PATHWAY	17	16	-0.0609548	-0.661038	0.745706	0.946416	MC4R(1.18633); PSENEN(0.868552); NCSTN(0.783459); AGRP(-1.00775); APH1A(-1.24043); POMC(-1.34313); NCAN(-1.37819); CTTN(-1.39663); IL8(-1.40054); APH1B(-1.40711); SRC(-1.41301); SDC3(-1.44972); PSEN1(-1.45323); PTN(-1.87269); EGFR(-2.10053); FYN(-2.14604); 
REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_2_PROMOTER	23	23	-1.29076	-0.667691	0.747835	0.946416	GTF3C5(1.44676); POLR2L(1.19844); POLR3K(1.10236); POLR2F(-1.12031); POLR3GL(-1.15185); POLR3C(-1.16173); POLR1C(-1.16173); GTF3C2(-1.22623); POLR3D(-1.26745); POLR2H(-1.28019); GTF3C3(-1.33446); POLR3H(-1.35098); POLR3E(-1.35098); POLR2E(-1.37819); POLR3A(-1.39431); POLR2K(-1.3987); BRF1(-1.40054); LZTS1(-1.41216); POLR3F(-1.41603); TBP(-1.434); GTF3C4(-1.47642); POLR1D(-1.65627); POLR3B(-1.82859); 
REACTOME_ABCA_TRANSPORTERS_IN_LIPID_HOMEOSTASIS	18	16	0.0396417	-0.671188	0.74895	0.946416	ABCG5(0.692874); ABCG8(0.662689); ABCA12(0.236812); ABCA2(-1.19667); APOA1(-1.19667); ABCG4(-1.22623); PEX19(-1.29236); ABCA3(-1.35796); ABCA7(-1.3739); ABCD2(-1.3987); ABCD3(-1.40806); ABCA9(-1.51207); ABCA6(-1.52646); PEX3(-1.55126); ABCA10(-1.6273); ABCG1(-1.73973); 
REACTOME_MICRORNA_MIRNA_BIOGENESIS	23	18	-0.812021	-0.675815	0.750421	0.946416	POLR2L(1.19844); DROSHA(0.905886); POLR2J(-1.12031); TARBP2(-1.12031); POLR2F(-1.12031); POLR2G(-1.15185); POLR2I(-1.18207); RAN(-1.22623); POLR2H(-1.28019); XPO5(-1.30391); POLR2D(-1.325); POLR2E(-1.37819); POLR2K(-1.3987); POLR2C(-1.40054); POLR2A(-1.40711); DICER1(-1.42616); DGCR8(-1.43125); POLR2B(-1.58177); 
REACTOME_CASPASE_MEDIATED_CLEAVAGE_OF_CYTOSKELETAL_PROTEINS	13	12	-0.10344	-0.659872	0.745332	0.946416	MAPT(1.13252); CASP7(0.528911); DBNL(-1.30391); CASP6(-1.36403); PLEC(-1.39431); CASP3(-1.39663); VIM(-1.40217); SPTAN1(-1.40608); CASP8(-1.44634); ADD1(-1.44634); GSN(-1.58177); GAS2(-1.82859); 
REACTOME_MRNA_3_END_PROCESSING	35	31	-1.1124	-0.661891	0.745979	0.946416	CSTF3(3.02655); NUDT21(2.09656); SRSF5(0.855246); RBM8A(-1.00775); SRSF2(-1.09373); CPSF1(-1.21163); SRRM1(-1.22623); SRSF1(-1.24043); SRSF3(-1.24043); PABPN1(-1.24043); SRSF9(-1.25419); CPSF7(-1.26745); SRSF11(-1.30391); RNPS1(-1.30391); SRSF6(-1.3148); SRSF7(-1.3148); CLP1(-1.34313); U2AF2(-1.35796); PAPOLA(-1.36403); U2AF1(-1.36403); NCBP1(-1.37819); NCBP2(-1.38209); SRSF4(-1.38883); MAGOH(-1.39172); PCF11(-1.39431); CDC40(-1.40217); NFX1(-1.40363); CSTF1(-1.40893); CPSF3(-1.41865); DHX38(-1.4369); CPSF2(-1.44634); 
REACTOME_AMINO_ACID_AND_OLIGOPEPTIDE_SLC_TRANSPORTERS	49	47	0.729864	-0.65582	0.74403	0.946416	SLC6A20(1.56544); SLC1A7(1.365); SLC38A4(1.00692); SLC16A10(0.757384); SLC7A11(0.720018); SLC1A4(0.714821); SLC1A3(0.60078); SLC15A4(0.586576); SLC3A1(0.571028); SLC7A2(0.407689); SLC7A3(-0.178164); SLC25A10(-1.16173); SLC38A3(-1.17098); SLC43A1(-1.30391); SLC6A18(-1.30391); SLC5A5(-1.325); SLC1A5(-1.33446); SLC17A7(-1.34313); SLC38A2(-1.34313); SLC6A19(-1.38563); SLC7A6(-1.38883); SLC7A10(-1.39172); SLC3A2(-1.39663); SLC15A3(-1.40054); SLC32A1(-1.40363); SLC43A2(-1.40711); SLC6A12(-1.40976); SLC6A15(-1.41216); SLC7A5(-1.42395); SLC15A2(-1.43992); SLC17A8(-1.4683); SLC36A2(-1.47642); SLC1A6(-1.48062); SLC7A7(-1.48489); SLC7A8(-1.49368); SLC5A8(-1.54623); SLC17A6(-1.55631); SLC7A9(-1.57156); SLC17A5(-1.60217); SLC38A1(-1.60724); SLC36A1(-1.65156); SLC17A1(-1.69944); SLC15A1(-1.74696); SLC6A6(-1.76498); SLC1A1(-1.8891); SLC7A1(-1.92084); SLC1A2(-2.10053); 
REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR	19	19	-0.421074	-0.680553	0.751923	0.946416	GNB4(1.41698); GNG13(0.913004); GNG2(0.379503); GNB2(-1.13887); GNG8(-1.17098); GNG3(-1.18207); PTGIR(-1.19667); GNB3(-1.30391); GNGT2(-1.38209); GNG10(-1.40217); GNB1(-1.40217); GNG5(-1.41135); GNAS(-1.41865); GNG11(-1.42616); GNGT1(-1.43125); GNB5(-1.50738); GNG7(-1.56646); GNG4(-1.6123); GNG12(-1.88258); 
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B	26	18	-0.77813	-0.682707	0.752604	0.946416	ANAPC10(1.14461); CDK1(0.678244); ANAPC2(-0.773884); ANAPC7(-0.874211); CDC20(-1.15185); CDC23(-1.22623); UBA52(-1.22623); UBE2C(-1.3148); ANAPC5(-1.34313); CCNB1(-1.35796); RPS27A(-1.35796); CDC26(-1.39431); ANAPC1(-1.40492); CDC16(-1.41056); UBE2D1(-1.41603); CDC27(-1.4369); UBE2E1(-1.44307); ANAPC4(-1.47232); 
REACTOME_TELOMERE_MAINTENANCE	75	73	-1.20534	-0.653371	0.743241	0.946416	WRAP53(1.84575); FEN1(1.78211); POLE(1.295); TERF2IP(1.10602); HIST2H2AC(1.08916); HIST2H2BE(1.08916); HIST1H2BL(1.04771); RFC5(1.0131); H2AFX(0.911572); POLD2(0.811773); POLD3(0.783214); HIST2H2AA4(-0.640114); HIST2H2AA3(-0.640114); HIST2H4B(-0.773884); HIST2H4A(-0.773884); ACD(-1.00775); H2AFZ(-1.09373); RFC2(-1.13887); POLD4(-1.15185); NHP2(-1.16173); HIST1H4I(-1.17098); HIST1H2BJ(-1.19667); HIST1H2BN(-1.21163); HIST1H4K(-1.21163); HIST3H3(-1.22623); TINF2(-1.22623); TERF2(-1.24043); HIST1H4J(-1.25419); HIST1H2BM(-1.25419); HIST1H2AJ(-1.25419); HIST1H2BK(-1.25419); PRIM1(-1.26745); TERT(-1.26745); HIST3H2BB(-1.30391); HIST1H2BO(-1.30391); RUVBL2(-1.325); POLA2(-1.34313); HIST4H4(-1.35098); PCNA(-1.35098); HIST1H2BB(-1.35796); HIST1H4L(-1.36403); HIST1H2AB(-1.36403); HIST1H4A(-1.36403); POLD1(-1.36921); HIST1H4F(-1.36921); HIST1H2BD(-1.36921); HIST1H2BE(-1.37819); RFC4(-1.38209); HIST1H4H(-1.38209); HIST1H4B(-1.38209); HIST1H2BH(-1.38563); HIST1H4D(-1.38563); POLE2(-1.38883); HIST1H4E(-1.39172); HIST1H2AD(-1.39172); HIST1H2BI(-1.39431); HIST1H2BG(-1.39663); HIST1H2BF(-1.3987); HIST1H2AE(-1.40054); RUVBL1(-1.40363); RPA2(-1.40492); HIST1H2AC(-1.41135); TERF1(-1.41216); HIST1H2BC(-1.41393); HIST1H4C(-1.41727); DNA2(-1.43992); RPA1(-1.44307); HIST1H2BA(-1.47642); LIG1(-1.54124); POT1(-1.70703); RPA3(-1.92393); RFC3(-2.03513); PRIM2(-2.16624); 
PID_CDC42_PATHWAY	70	68	0.727363	-0.686701	0.753864	0.946696	BCAR1(3.28671); RASGRF1(2.53082); MAP3K11(2.32597); BRAF(1.61395); MTOR(1.54258); VAV2(1.49433); PIK3CA(1.00295); MAP3K1(0.915015); MAP2K4(0.641192); TIAM1(0.453888); MAP2K6(0.344964); GSK3B(0.303311); CDC42BPA(-0.00261291); PARD6A(-0.949317); MAPK3(-1.09373); ARPC3(-1.12031); HRAS(-1.13887); HES5(-1.15185); CFL1(-1.19667); MAP2K7(-1.19667); JUN(-1.24043); TNK2(-1.3148); ARPC1B(-1.33446); ARPC4(-1.34313); ARPC2(-1.35098); LIMK1(-1.35796); PAX6(-1.36921); EXOC7(-1.3739); RPS6KB1(-1.38883); SEPT2(-1.39431); MAP2K3(-1.39431); MYL2(-1.39663); CBL(-1.40893); CTNNB1(-1.41135); ACTR2(-1.41216); EPS8(-1.41216); IQGAP3(-1.41301); SRC(-1.41301); PAK4(-1.41393); CDC42(-1.41393); RAC1(-1.41393); ARPC5(-1.4369); BAIAP2(-1.43992); PRKCZ(-1.44307); PAK2(-1.44972); LIMK2(-1.45323); YES1(-1.4683); MAPK9(-1.51681); RAF1(-1.51681); MAPK14(-1.52646); WASL(-1.54623); MAPK1(-1.57666); MAPK8(-1.60217); ACTR3(-1.61733); F2RL2(-1.61733); ATF2(-1.63224); CDH1(-1.6468); PIK3R1(-1.6468); DLG1(-1.65627); PAK1(-1.6955); ENAH(-1.71796); APC(-1.73611); CTNNA1(-1.75058); IQGAP1(-1.75058); ARHGEF7(-1.86603); PLD1(-1.99492); DIAPH3(-2.20843); PRKCE(-2.30333); 
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	16	13	-0.433407	-0.691776	0.755461	0.947746	P2RY12(0.862537); ADORA1(0.537597); P2RY11(-1.18207); ADORA2B(-1.30391); GPR17(-1.35098); P2RY1(-1.35796); ADORA2A(-1.37819); LPAR6(-1.38563); P2RY2(-1.40217); P2RY6(-1.40492); P2RY13(-1.42197); P2RY14(-1.54623); ADORA3(-1.67001); 
BIOCARTA_NDKDYNAMIN_PATHWAY	21	18	-0.835416	-0.701374	0.758465	0.949864	AP2M1(1.5894); EPS15(1.1415); PPP3CA(0.741545); CALM3(-1.16173); PPP3CB(-1.19667); NME1(-1.30391); NME2(-1.3148); AP2A1(-1.35098); EPN1(-1.38209); DNM1(-1.40608); CALM1(-1.40711); CALM2(-1.41056); SYNJ1(-1.46438); PPP3CC(-1.49368); BIN1(-1.61733); PICALM(-1.78644); SYNJ2(-1.84918); AMPH(-2.19546); 
BIOCARTA_RARRXR_PATHWAY	15	15	0.338964	-0.699598	0.757911	0.949864	GTF2B(1.05717); KAT2B(0.673057); NCOR2(0.234012); RARA(-1.26745); GTF2F1(-1.26745); GTF2A1(-1.3739); HDAC3(-1.39172); ERCC3(-1.40711); POLR2A(-1.40711); GTF2E1(-1.41216); TBP(-1.434); RXRA(-1.50275); NCOA3(-1.67883); NCOA1(-1.79354); NCOA2(-2.00254); 
